Gene stable ID,NCBI gene (formerly Entrezgene) ID,Gene name
ENSG00000270108,,
ENSG00000269940,,
ENSG00000291534,26046,LTN1
ENSG00000269958,,
ENSG00000126215,7517,XRCC3
ENSG00000291528,,RPL23P2
ENSG00000291523,10069,RWDD2B
ENSG00000291531,,
ENSG00000291527,10600,USP16
ENSG00000206140,645426,TMEM191C
ENSG00000286548,,
ENSG00000249229,,NAMPTP2
ENSG00000279835,,
ENSG00000168634,164237,WFDC13
ENSG00000272094,,
ENSG00000228853,100852409,NEGR1-IT1
ENSG00000145781,51397,COMMD10
ENSG00000291533,10694,CCT8
ENSG00000284895,128125817,
ENSG00000117174,54680,ZNHIT6
ENSG00000268996,100289341,MAN1B1-DT
ENSG00000261793,,
ENSG00000266071,100500897,MIR3617
ENSG00000149651,391253,SPINT4
ENSG00000257325,,
ENSG00000185863,100505993,TMEM210
ENSG00000291526,,
ENSG00000111252,10019,SH2B3
ENSG00000291522,,
ENSG00000291525,56911,MAP3K7CL
ENSG00000124160,57727,NCOA5
ENSG00000291532,,RPL12P9
ENSG00000291537,,Y_RNA
ENSG00000291536,124905065,U3
ENSG00000291524,,
ENSG00000291529,,GAPDHP14
ENSG00000288230,,
ENSG00000176248,29882,ANAPC2
ENSG00000102001,778,CACNA1F
ENSG00000288180,,
ENSG00000288438,,
ENSG00000288482,103504739,MIR6724-3
ENSG00000288192,,
ENSG00000288444,,
ENSG00000288387,109910381,RNA5-8SN3
ENSG00000288387,124907114,RNA5-8SN3
ENSG00000288387,124907115,RNA5-8SN3
ENSG00000288387,124907116,RNA5-8SN3
ENSG00000288387,124907117,RNA5-8SN3
ENSG00000288387,124907118,RNA5-8SN3
ENSG00000288387,124907119,RNA5-8SN3
ENSG00000288387,124907120,RNA5-8SN3
ENSG00000288387,124907121,RNA5-8SN3
ENSG00000288387,124907122,RNA5-8SN3
ENSG00000288387,124907123,RNA5-8SN3
ENSG00000288387,124907124,RNA5-8SN3
ENSG00000288387,124907125,RNA5-8SN3
ENSG00000288387,124907126,RNA5-8SN3
ENSG00000288387,124907127,RNA5-8SN3
ENSG00000288387,124907128,RNA5-8SN3
ENSG00000288387,124907129,RNA5-8SN3
ENSG00000288387,124907130,RNA5-8SN3
ENSG00000288387,124907131,RNA5-8SN3
ENSG00000288387,124907132,RNA5-8SN3
ENSG00000288387,124907133,RNA5-8SN3
ENSG00000288387,124907134,RNA5-8SN3
ENSG00000288387,124907135,RNA5-8SN3
ENSG00000288387,124907136,RNA5-8SN3
ENSG00000288387,124907137,RNA5-8SN3
ENSG00000288387,124907138,RNA5-8SN3
ENSG00000288387,124907139,RNA5-8SN3
ENSG00000288387,124907140,RNA5-8SN3
ENSG00000288387,124907141,RNA5-8SN3
ENSG00000288387,124907142,RNA5-8SN3
ENSG00000288387,124907143,RNA5-8SN3
ENSG00000288387,124907144,RNA5-8SN3
ENSG00000288387,124907145,RNA5-8SN3
ENSG00000288387,124907146,RNA5-8SN3
ENSG00000288387,124907147,RNA5-8SN3
ENSG00000288387,124907148,RNA5-8SN3
ENSG00000288387,124907149,RNA5-8SN3
ENSG00000288387,124907150,RNA5-8SN3
ENSG00000288387,124907151,RNA5-8SN3
ENSG00000288387,124907152,RNA5-8SN3
ENSG00000288387,124907153,RNA5-8SN3
ENSG00000288387,124907154,RNA5-8SN3
ENSG00000288387,124907155,RNA5-8SN3
ENSG00000288387,124907160,RNA5-8SN3
ENSG00000288387,124907172,RNA5-8SN3
ENSG00000288387,124907183,RNA5-8SN3
ENSG00000288387,124907194,RNA5-8SN3
ENSG00000288387,124907205,RNA5-8SN3
ENSG00000288387,124907216,RNA5-8SN3
ENSG00000288387,124907227,RNA5-8SN3
ENSG00000288387,124907238,RNA5-8SN3
ENSG00000288387,124907248,RNA5-8SN3
ENSG00000288387,124907258,RNA5-8SN3
ENSG00000288387,124907269,RNA5-8SN3
ENSG00000288387,124907280,RNA5-8SN3
ENSG00000288387,124907291,RNA5-8SN3
ENSG00000288387,124907302,RNA5-8SN3
ENSG00000288387,124907313,RNA5-8SN3
ENSG00000288387,124907324,RNA5-8SN3
ENSG00000288387,124907327,RNA5-8SN3
ENSG00000288387,124907328,RNA5-8SN3
ENSG00000288387,124907329,RNA5-8SN3
ENSG00000288387,124907330,RNA5-8SN3
ENSG00000288387,124907331,RNA5-8SN3
ENSG00000288387,124907332,RNA5-8SN3
ENSG00000288387,124907333,RNA5-8SN3
ENSG00000288387,124907334,RNA5-8SN3
ENSG00000288387,124907335,RNA5-8SN3
ENSG00000288387,124907336,RNA5-8SN3
ENSG00000288387,124907337,RNA5-8SN3
ENSG00000288387,124907338,RNA5-8SN3
ENSG00000288387,124907339,RNA5-8SN3
ENSG00000288387,124907340,RNA5-8SN3
ENSG00000288387,124907341,RNA5-8SN3
ENSG00000288387,124907342,RNA5-8SN3
ENSG00000288387,124907343,RNA5-8SN3
ENSG00000288387,124907439,RNA5-8SN3
ENSG00000288387,124907440,RNA5-8SN3
ENSG00000288387,124907450,RNA5-8SN3
ENSG00000288387,124907458,RNA5-8SN3
ENSG00000288387,124907467,RNA5-8SN3
ENSG00000288387,124907475,RNA5-8SN3
ENSG00000288387,124907476,RNA5-8SN3
ENSG00000288387,124907477,RNA5-8SN3
ENSG00000288387,124907478,RNA5-8SN3
ENSG00000288387,124907479,RNA5-8SN3
ENSG00000288387,124907480,RNA5-8SN3
ENSG00000288387,124907481,RNA5-8SN3
ENSG00000288387,124907482,RNA5-8SN3
ENSG00000288387,124907483,RNA5-8SN3
ENSG00000288387,124907484,RNA5-8SN3
ENSG00000288387,124907572,RNA5-8SN3
ENSG00000288387,124907573,RNA5-8SN3
ENSG00000288387,124907574,RNA5-8SN3
ENSG00000288387,124907575,RNA5-8SN3
ENSG00000288387,124907576,RNA5-8SN3
ENSG00000288387,124907577,RNA5-8SN3
ENSG00000288387,124907578,RNA5-8SN3
ENSG00000288387,124907579,RNA5-8SN3
ENSG00000288387,124907580,RNA5-8SN3
ENSG00000288387,124907581,RNA5-8SN3
ENSG00000288387,124907584,RNA5-8SN3
ENSG00000288387,124907585,RNA5-8SN3
ENSG00000288387,124907586,RNA5-8SN3
ENSG00000288387,124907587,RNA5-8SN3
ENSG00000288387,124907588,RNA5-8SN3
ENSG00000288387,124907589,RNA5-8SN3
ENSG00000288387,124907590,RNA5-8SN3
ENSG00000288387,124907591,RNA5-8SN3
ENSG00000288387,124907592,RNA5-8SN3
ENSG00000288387,124907593,RNA5-8SN3
ENSG00000288387,124907594,RNA5-8SN3
ENSG00000288387,124907595,RNA5-8SN3
ENSG00000288387,124907596,RNA5-8SN3
ENSG00000288387,124907597,RNA5-8SN3
ENSG00000288387,124907598,RNA5-8SN3
ENSG00000288387,124907600,RNA5-8SN3
ENSG00000288387,124907611,RNA5-8SN3
ENSG00000288387,124907622,RNA5-8SN3
ENSG00000288387,124907633,RNA5-8SN3
ENSG00000288387,124907644,RNA5-8SN3
ENSG00000288387,124907655,RNA5-8SN3
ENSG00000288387,124907662,RNA5-8SN3
ENSG00000288387,124907673,RNA5-8SN3
ENSG00000288387,124907684,RNA5-8SN3
ENSG00000288387,124907694,RNA5-8SN3
ENSG00000288387,124907705,RNA5-8SN3
ENSG00000288387,124907709,RNA5-8SN3
ENSG00000288387,124907710,RNA5-8SN3
ENSG00000288387,124907711,RNA5-8SN3
ENSG00000288387,124907712,RNA5-8SN3
ENSG00000288387,124907713,RNA5-8SN3
ENSG00000288387,124907714,RNA5-8SN3
ENSG00000288387,124907715,RNA5-8SN3
ENSG00000288387,124907716,RNA5-8SN3
ENSG00000288387,124907717,RNA5-8SN3
ENSG00000288387,124907718,RNA5-8SN3
ENSG00000288387,124907719,RNA5-8SN3
ENSG00000288387,124907720,RNA5-8SN3
ENSG00000288387,124907721,RNA5-8SN3
ENSG00000288387,124908237,RNA5-8SN3
ENSG00000288387,124908238,RNA5-8SN3
ENSG00000288387,124908239,RNA5-8SN3
ENSG00000288387,124908240,RNA5-8SN3
ENSG00000288387,124908241,RNA5-8SN3
ENSG00000288387,124908242,RNA5-8SN3
ENSG00000288387,124908243,RNA5-8SN3
ENSG00000288387,124908244,RNA5-8SN3
ENSG00000288387,124908245,RNA5-8SN3
ENSG00000288387,124908246,RNA5-8SN3
ENSG00000288387,124908247,RNA5-8SN3
ENSG00000288387,124908248,RNA5-8SN3
ENSG00000288387,124908249,RNA5-8SN3
ENSG00000288387,124908257,RNA5-8SN3
ENSG00000288387,124908268,RNA5-8SN3
ENSG00000288387,124908278,RNA5-8SN3
ENSG00000288387,124908289,RNA5-8SN3
ENSG00000288387,124908300,RNA5-8SN3
ENSG00000288387,124908310,RNA5-8SN3
ENSG00000288387,124908316,RNA5-8SN3
ENSG00000288387,124908327,RNA5-8SN3
ENSG00000288387,124908336,RNA5-8SN3
ENSG00000288387,124908347,RNA5-8SN3
ENSG00000288387,124908358,RNA5-8SN3
ENSG00000288387,124908368,RNA5-8SN3
ENSG00000288387,124908369,RNA5-8SN3
ENSG00000288387,124908370,RNA5-8SN3
ENSG00000288387,124908371,RNA5-8SN3
ENSG00000288387,124908372,RNA5-8SN3
ENSG00000288387,124908373,RNA5-8SN3
ENSG00000288387,124908374,RNA5-8SN3
ENSG00000288387,124908375,RNA5-8SN3
ENSG00000288387,124908376,RNA5-8SN3
ENSG00000288387,124908377,RNA5-8SN3
ENSG00000288387,124908378,RNA5-8SN3
ENSG00000288387,124908379,RNA5-8SN3
ENSG00000288387,124908380,RNA5-8SN3
ENSG00000288387,124908381,RNA5-8SN3
ENSG00000288387,124908382,RNA5-8SN3
ENSG00000288387,124908383,RNA5-8SN3
ENSG00000288387,124908384,RNA5-8SN3
ENSG00000288387,124908385,RNA5-8SN3
ENSG00000288387,124908386,RNA5-8SN3
ENSG00000288387,124908387,RNA5-8SN3
ENSG00000288387,124908388,RNA5-8SN3
ENSG00000288387,124908389,RNA5-8SN3
ENSG00000288387,124908390,RNA5-8SN3
ENSG00000288387,124908391,RNA5-8SN3
ENSG00000288387,124908392,RNA5-8SN3
ENSG00000288387,124908393,RNA5-8SN3
ENSG00000288387,124908474,RNA5-8SN3
ENSG00000288387,124908494,RNA5-8SN3
ENSG00000288387,124908504,RNA5-8SN3
ENSG00000288387,124908512,RNA5-8SN3
ENSG00000288387,124908513,RNA5-8SN3
ENSG00000288387,124908514,RNA5-8SN3
ENSG00000288387,124908515,RNA5-8SN3
ENSG00000288387,124908516,RNA5-8SN3
ENSG00000288387,124908517,RNA5-8SN3
ENSG00000288387,124908518,RNA5-8SN3
ENSG00000288387,124908519,RNA5-8SN3
ENSG00000288387,124908520,RNA5-8SN3
ENSG00000288387,124908521,RNA5-8SN3
ENSG00000288387,124908522,RNA5-8SN3
ENSG00000288387,124908523,RNA5-8SN3
ENSG00000288387,124908524,RNA5-8SN3
ENSG00000288387,124908525,RNA5-8SN3
ENSG00000288387,124908527,RNA5-8SN3
ENSG00000288491,,
ENSG00000288395,,
ENSG00000288203,,
ENSG00000288451,,
ENSG00000288308,103504733,MIR6724-4
ENSG00000288346,,
ENSG00000272037,,
ENSG00000288254,,
ENSG00000288326,106632260,RNA5-8SN1
ENSG00000288326,124907114,RNA5-8SN1
ENSG00000288326,124907115,RNA5-8SN1
ENSG00000288326,124907116,RNA5-8SN1
ENSG00000288326,124907117,RNA5-8SN1
ENSG00000288326,124907118,RNA5-8SN1
ENSG00000288326,124907119,RNA5-8SN1
ENSG00000288326,124907120,RNA5-8SN1
ENSG00000288326,124907121,RNA5-8SN1
ENSG00000288326,124907122,RNA5-8SN1
ENSG00000288326,124907123,RNA5-8SN1
ENSG00000288326,124907124,RNA5-8SN1
ENSG00000288326,124907125,RNA5-8SN1
ENSG00000288326,124907126,RNA5-8SN1
ENSG00000288326,124907127,RNA5-8SN1
ENSG00000288326,124907128,RNA5-8SN1
ENSG00000288326,124907129,RNA5-8SN1
ENSG00000288326,124907130,RNA5-8SN1
ENSG00000288326,124907131,RNA5-8SN1
ENSG00000288326,124907132,RNA5-8SN1
ENSG00000288326,124907133,RNA5-8SN1
ENSG00000288326,124907134,RNA5-8SN1
ENSG00000288326,124907135,RNA5-8SN1
ENSG00000288326,124907136,RNA5-8SN1
ENSG00000288326,124907137,RNA5-8SN1
ENSG00000288326,124907138,RNA5-8SN1
ENSG00000288326,124907139,RNA5-8SN1
ENSG00000288326,124907140,RNA5-8SN1
ENSG00000288326,124907141,RNA5-8SN1
ENSG00000288326,124907142,RNA5-8SN1
ENSG00000288326,124907143,RNA5-8SN1
ENSG00000288326,124907144,RNA5-8SN1
ENSG00000288326,124907145,RNA5-8SN1
ENSG00000288326,124907146,RNA5-8SN1
ENSG00000288326,124907147,RNA5-8SN1
ENSG00000288326,124907148,RNA5-8SN1
ENSG00000288326,124907149,RNA5-8SN1
ENSG00000288326,124907150,RNA5-8SN1
ENSG00000288326,124907151,RNA5-8SN1
ENSG00000288326,124907152,RNA5-8SN1
ENSG00000288326,124907153,RNA5-8SN1
ENSG00000288326,124907154,RNA5-8SN1
ENSG00000288326,124907155,RNA5-8SN1
ENSG00000288326,124907160,RNA5-8SN1
ENSG00000288326,124907172,RNA5-8SN1
ENSG00000288326,124907183,RNA5-8SN1
ENSG00000288326,124907194,RNA5-8SN1
ENSG00000288326,124907205,RNA5-8SN1
ENSG00000288326,124907216,RNA5-8SN1
ENSG00000288326,124907227,RNA5-8SN1
ENSG00000288326,124907238,RNA5-8SN1
ENSG00000288326,124907248,RNA5-8SN1
ENSG00000288326,124907258,RNA5-8SN1
ENSG00000288326,124907269,RNA5-8SN1
ENSG00000288326,124907280,RNA5-8SN1
ENSG00000288326,124907291,RNA5-8SN1
ENSG00000288326,124907302,RNA5-8SN1
ENSG00000288326,124907313,RNA5-8SN1
ENSG00000288326,124907324,RNA5-8SN1
ENSG00000288326,124907327,RNA5-8SN1
ENSG00000288326,124907328,RNA5-8SN1
ENSG00000288326,124907329,RNA5-8SN1
ENSG00000288326,124907330,RNA5-8SN1
ENSG00000288326,124907331,RNA5-8SN1
ENSG00000288326,124907332,RNA5-8SN1
ENSG00000288326,124907333,RNA5-8SN1
ENSG00000288326,124907334,RNA5-8SN1
ENSG00000288326,124907335,RNA5-8SN1
ENSG00000288326,124907336,RNA5-8SN1
ENSG00000288326,124907337,RNA5-8SN1
ENSG00000288326,124907338,RNA5-8SN1
ENSG00000288326,124907339,RNA5-8SN1
ENSG00000288326,124907340,RNA5-8SN1
ENSG00000288326,124907341,RNA5-8SN1
ENSG00000288326,124907342,RNA5-8SN1
ENSG00000288326,124907343,RNA5-8SN1
ENSG00000288326,124907439,RNA5-8SN1
ENSG00000288326,124907440,RNA5-8SN1
ENSG00000288326,124907450,RNA5-8SN1
ENSG00000288326,124907458,RNA5-8SN1
ENSG00000288326,124907467,RNA5-8SN1
ENSG00000288326,124907475,RNA5-8SN1
ENSG00000288326,124907476,RNA5-8SN1
ENSG00000288326,124907477,RNA5-8SN1
ENSG00000288326,124907478,RNA5-8SN1
ENSG00000288326,124907479,RNA5-8SN1
ENSG00000288326,124907480,RNA5-8SN1
ENSG00000288326,124907481,RNA5-8SN1
ENSG00000288326,124907482,RNA5-8SN1
ENSG00000288326,124907483,RNA5-8SN1
ENSG00000288326,124907484,RNA5-8SN1
ENSG00000288326,124907572,RNA5-8SN1
ENSG00000288326,124907573,RNA5-8SN1
ENSG00000288326,124907574,RNA5-8SN1
ENSG00000288326,124907575,RNA5-8SN1
ENSG00000288326,124907576,RNA5-8SN1
ENSG00000288326,124907577,RNA5-8SN1
ENSG00000288326,124907578,RNA5-8SN1
ENSG00000288326,124907579,RNA5-8SN1
ENSG00000288326,124907580,RNA5-8SN1
ENSG00000288326,124907581,RNA5-8SN1
ENSG00000288326,124907584,RNA5-8SN1
ENSG00000288326,124907585,RNA5-8SN1
ENSG00000288326,124907586,RNA5-8SN1
ENSG00000288326,124907587,RNA5-8SN1
ENSG00000288326,124907588,RNA5-8SN1
ENSG00000288326,124907589,RNA5-8SN1
ENSG00000288326,124907590,RNA5-8SN1
ENSG00000288326,124907591,RNA5-8SN1
ENSG00000288326,124907592,RNA5-8SN1
ENSG00000288326,124907593,RNA5-8SN1
ENSG00000288326,124907594,RNA5-8SN1
ENSG00000288326,124907595,RNA5-8SN1
ENSG00000288326,124907596,RNA5-8SN1
ENSG00000288326,124907597,RNA5-8SN1
ENSG00000288326,124907598,RNA5-8SN1
ENSG00000288326,124907600,RNA5-8SN1
ENSG00000288326,124907611,RNA5-8SN1
ENSG00000288326,124907622,RNA5-8SN1
ENSG00000288326,124907633,RNA5-8SN1
ENSG00000288326,124907644,RNA5-8SN1
ENSG00000288326,124907655,RNA5-8SN1
ENSG00000288326,124907662,RNA5-8SN1
ENSG00000288326,124907673,RNA5-8SN1
ENSG00000288326,124907684,RNA5-8SN1
ENSG00000288326,124907694,RNA5-8SN1
ENSG00000288326,124907705,RNA5-8SN1
ENSG00000288326,124907709,RNA5-8SN1
ENSG00000288326,124907710,RNA5-8SN1
ENSG00000288326,124907711,RNA5-8SN1
ENSG00000288326,124907712,RNA5-8SN1
ENSG00000288326,124907713,RNA5-8SN1
ENSG00000288326,124907714,RNA5-8SN1
ENSG00000288326,124907715,RNA5-8SN1
ENSG00000288326,124907716,RNA5-8SN1
ENSG00000288326,124907717,RNA5-8SN1
ENSG00000288326,124907718,RNA5-8SN1
ENSG00000288326,124907719,RNA5-8SN1
ENSG00000288326,124907720,RNA5-8SN1
ENSG00000288326,124907721,RNA5-8SN1
ENSG00000288326,124908237,RNA5-8SN1
ENSG00000288326,124908238,RNA5-8SN1
ENSG00000288326,124908239,RNA5-8SN1
ENSG00000288326,124908240,RNA5-8SN1
ENSG00000288326,124908241,RNA5-8SN1
ENSG00000288326,124908242,RNA5-8SN1
ENSG00000288326,124908243,RNA5-8SN1
ENSG00000288326,124908244,RNA5-8SN1
ENSG00000288326,124908245,RNA5-8SN1
ENSG00000288326,124908246,RNA5-8SN1
ENSG00000288326,124908247,RNA5-8SN1
ENSG00000288326,124908248,RNA5-8SN1
ENSG00000288326,124908249,RNA5-8SN1
ENSG00000288326,124908257,RNA5-8SN1
ENSG00000288326,124908268,RNA5-8SN1
ENSG00000288326,124908278,RNA5-8SN1
ENSG00000288326,124908289,RNA5-8SN1
ENSG00000288326,124908300,RNA5-8SN1
ENSG00000288326,124908310,RNA5-8SN1
ENSG00000288326,124908316,RNA5-8SN1
ENSG00000288326,124908327,RNA5-8SN1
ENSG00000288326,124908336,RNA5-8SN1
ENSG00000288326,124908347,RNA5-8SN1
ENSG00000288326,124908358,RNA5-8SN1
ENSG00000288326,124908368,RNA5-8SN1
ENSG00000288326,124908369,RNA5-8SN1
ENSG00000288326,124908370,RNA5-8SN1
ENSG00000288326,124908371,RNA5-8SN1
ENSG00000288326,124908372,RNA5-8SN1
ENSG00000288326,124908373,RNA5-8SN1
ENSG00000288326,124908374,RNA5-8SN1
ENSG00000288326,124908375,RNA5-8SN1
ENSG00000288326,124908376,RNA5-8SN1
ENSG00000288326,124908377,RNA5-8SN1
ENSG00000288326,124908378,RNA5-8SN1
ENSG00000288326,124908379,RNA5-8SN1
ENSG00000288326,124908380,RNA5-8SN1
ENSG00000288326,124908381,RNA5-8SN1
ENSG00000288326,124908382,RNA5-8SN1
ENSG00000288326,124908383,RNA5-8SN1
ENSG00000288326,124908384,RNA5-8SN1
ENSG00000288326,124908385,RNA5-8SN1
ENSG00000288326,124908386,RNA5-8SN1
ENSG00000288326,124908387,RNA5-8SN1
ENSG00000288326,124908388,RNA5-8SN1
ENSG00000288326,124908389,RNA5-8SN1
ENSG00000288326,124908390,RNA5-8SN1
ENSG00000288326,124908391,RNA5-8SN1
ENSG00000288326,124908392,RNA5-8SN1
ENSG00000288326,124908393,RNA5-8SN1
ENSG00000288326,124908474,RNA5-8SN1
ENSG00000288326,124908494,RNA5-8SN1
ENSG00000288326,124908504,RNA5-8SN1
ENSG00000288326,124908512,RNA5-8SN1
ENSG00000288326,124908513,RNA5-8SN1
ENSG00000288326,124908514,RNA5-8SN1
ENSG00000288326,124908515,RNA5-8SN1
ENSG00000288326,124908516,RNA5-8SN1
ENSG00000288326,124908517,RNA5-8SN1
ENSG00000288326,124908518,RNA5-8SN1
ENSG00000288326,124908519,RNA5-8SN1
ENSG00000288326,124908520,RNA5-8SN1
ENSG00000288326,124908521,RNA5-8SN1
ENSG00000288326,124908522,RNA5-8SN1
ENSG00000288326,124908523,RNA5-8SN1
ENSG00000288326,124908524,RNA5-8SN1
ENSG00000288326,124908525,RNA5-8SN1
ENSG00000288326,124908527,RNA5-8SN1
ENSG00000240870,,RPL19P14
ENSG00000288168,,
ENSG00000288386,,
ENSG00000288493,,
ENSG00000288287,,
ENSG00000156795,55093,NTAQ1
ENSG00000249883,,
ENSG00000145779,25816,TNFAIP8
ENSG00000068697,9741,LAPTM4A
ENSG00000071205,79658,ARHGAP10
ENSG00000105193,6217,RPS16
ENSG00000213820,,RPL13P2
ENSG00000101347,25939,SAMHD1
ENSG00000184313,374977,MROH7
ENSG00000100228,9609,RAB36
ENSG00000152217,26040,SETBP1
ENSG00000237593,,RPL17P24
ENSG00000213122,,RPL23AP46
ENSG00000249518,,
ENSG00000270612,,
ENSG00000139651,283337,ZNF740
ENSG00000225364,,ATP6V0E1P1
ENSG00000230711,,CTAGE13P
ENSG00000250329,,POGLUT2P1
ENSG00000146416,51390,AIG1
ENSG00000228716,1719,DHFR
ENSG00000176101,8636,SSNA1
ENSG00000291539,80343,SEL1L2
ENSG00000244615,,PSPC1P2
ENSG00000226057,,PHF2P2
ENSG00000257611,,
ENSG00000257803,,PIGAP1
ENSG00000257761,,
ENSG00000226619,,
ENSG00000196243,439916,LINC00615
ENSG00000229938,,MYO16-AS2
ENSG00000236242,100885782,MYO16-AS1
ENSG00000237916,,RPL37P12
ENSG00000258358,,
ENSG00000236053,,LINC01067
ENSG00000172086,51315,KRCC1
ENSG00000174418,,RPL35P9
ENSG00000125266,1948,EFNB2
ENSG00000176058,286262,TPRN
ENSG00000291540,,RNU6-278P
ENSG00000291542,,RPS3P1
ENSG00000012504,9971,NR1H4
ENSG00000291769,,
ENSG00000291765,100874236,COL18A1-AS2
ENSG00000291766,378832,COL18A1-AS1
ENSG00000291767,102465489,MIR6815
ENSG00000291770,,
ENSG00000292234,80781,COL18A1
ENSG00000225842,,GGCTP3
ENSG00000184731,642273,FAM110C
ENSG00000233707,,RPL22P11
ENSG00000284966,,
ENSG00000274204,,
ENSG00000134884,55082,ARGLU1
ENSG00000196235,6829,SUPT5H
ENSG00000189060,3005,H1-0
ENSG00000115507,5013,OTX1
ENSG00000187713,94107,TMEM203
ENSG00000007541,9091,PIGQ
ENSG00000160307,6285,S100B
ENSG00000184113,7122,CLDN5
ENSG00000049759,23327,NEDD4L
ENSG00000233198,643596,RNF224
ENSG00000198569,142680,SLC34A3
ENSG00000174408,,PPIAP24
ENSG00000184949,646851,FAM227A
ENSG00000277863,,
ENSG00000279157,,
ENSG00000227659,100874063,CLYBL-AS2
ENSG00000231019,105370306,LINC00373
ENSG00000186625,11104,KATNA1
ENSG00000225289,,RPL29P29
ENSG00000285811,,
ENSG00000283130,,
ENSG00000230982,,DSTNP1
ENSG00000307473,,
ENSG00000296246,,
ENSG00000295592,,
ENSG00000310337,,
ENSG00000237989,101928399,LINC01679
ENSG00000293354,,
ENSG00000225637,,
ENSG00000235097,144817,LINC00330
ENSG00000300149,,
ENSG00000300030,,
ENSG00000189403,3146,HMGB1
ENSG00000173960,165324,UBXN2A
ENSG00000294125,,
ENSG00000294141,,
ENSG00000301914,,
ENSG00000188660,102724398,LINC00319
ENSG00000188660,124900467,LINC00319
ENSG00000249772,,
ENSG00000188229,10383,TUBB4B
ENSG00000253422,,
ENSG00000301935,,
ENSG00000223975,,
ENSG00000250438,,
ENSG00000291543,,
ENSG00000291544,338,APOB
ENSG00000253955,285593,LINC02995
ENSG00000253096,,Y_RNA
ENSG00000202275,124900347,
ENSG00000301136,,
ENSG00000257662,,EIF4A1P12
ENSG00000299081,,
ENSG00000258282,,BTF3P2
ENSG00000174705,285590,SH3PXD2B
ENSG00000226496,284835,LINC00323
ENSG00000183246,150221,RIMBP3C
ENSG00000258065,,
ENSG00000100249,25770,C22orf31
ENSG00000291545,,
ENSG00000207164,,Y_RNA
ENSG00000254241,,MTCO1P47
ENSG00000291546,,
ENSG00000242488,,
ENSG00000291547,100129278,TDRD15
ENSG00000104332,6422,SFRP1
ENSG00000200985,,RNA5SP493
ENSG00000225544,,MPPE1P2
ENSG00000119699,7043,TGFB3
ENSG00000100034,9647,PPM1F
ENSG00000308866,,
ENSG00000280109,,PLAC4
ENSG00000188163,401565,CIMIP2A
ENSG00000231134,100874334,TCF7L1-IT1
ENSG00000271627,,NKAIN1P2
ENSG00000224388,,BACE2-IT1
ENSG00000224869,,
ENSG00000306093,,
ENSG00000227270,,
ENSG00000271097,,DBF4P3
ENSG00000289538,,
ENSG00000291804,390431,OR4K2
ENSG00000291822,79317,OR4K5
ENSG00000291807,79544,OR4K1
ENSG00000171094,238,ALK
ENSG00000292435,,
ENSG00000279062,,CDRT15P8
ENSG00000291812,81127,OR4K15
ENSG00000279851,,
ENSG00000291805,122740,OR4K14
ENSG00000291806,390433,OR4K13
ENSG00000147573,84675,TRIM55
ENSG00000291772,122742,OR4L1
ENSG00000291773,,RNA5SP380
ENSG00000291811,390436,OR4K17
ENSG00000188986,25920,NELFB
ENSG00000226580,,RPL39P40
ENSG00000224877,284184,NDUFAF8
ENSG00000291808,390437,OR4N5
ENSG00000304967,,
ENSG00000291810,390439,OR11G2
ENSG00000291779,122748,OR11H6
ENSG00000291809,390442,OR11H4
ENSG00000291781,91875,TTC5
ENSG00000230198,,RPL37P4
ENSG00000299439,,
ENSG00000185390,,FGF7P2
ENSG00000291784,57820,CCNB1IP1
ENSG00000294575,,
ENSG00000226054,,MEMO1P1
ENSG00000295944,,
ENSG00000249493,,ANKRD20A18P
ENSG00000240755,,ERLEC1P1
ENSG00000224905,105377134,
ENSG00000213411,,RBM22P2
ENSG00000232489,,MFAP1P1
ENSG00000254460,,
ENSG00000224117,,PTPN2P2
ENSG00000132952,10208,USPL1
ENSG00000255434,,
ENSG00000254630,,
ENSG00000157637,124565,SLC38A10
ENSG00000270983,,
ENSG00000291785,,
ENSG00000255280,,
ENSG00000291786,109616976,SNORA79B
ENSG00000291787,,SNORD126
ENSG00000198113,54863,TOR4A
ENSG00000291789,,RPPH1
ENSG00000074935,51175,TUBE1
ENSG00000291803,10038,PARP2
ENSG00000166391,80168,MOGAT2
ENSG00000270259,,
ENSG00000258876,,TGFB3-AS1
ENSG00000260996,,
ENSG00000198435,441478,NRARP
ENSG00000258578,,
ENSG00000213176,,RPL13P6
ENSG00000259535,,RPL21P12
ENSG00000291791,7011,TEP1
ENSG00000120156,7010,TEK
ENSG00000259525,,GCSHP2
ENSG00000250398,,
ENSG00000100038,8940,TOP3B
ENSG00000280005,,
ENSG00000249500,101928151,LINC01179
ENSG00000270705,,
ENSG00000242837,,RPL21P13
ENSG00000240624,,RPL17P4
ENSG00000272533,677811,SNORA28
ENSG00000249411,,
ENSG00000264607,100422981,MIR3173
ENSG00000165959,79789,CLMN
ENSG00000250034,,
ENSG00000248755,,
ENSG00000248907,,MTND2P33
ENSG00000249692,,
ENSG00000166143,54866,PPP1R14D
ENSG00000249367,,FABP5P12
ENSG00000164303,133121,ENPP6
ENSG00000291792,,RNA5SP382
ENSG00000291793,123103,KLHL33
ENSG00000249449,,MRPL57P6
ENSG00000291794,55644,OSGEP
ENSG00000183775,57528,KCTD16
ENSG00000275788,,Metazoa_SRP
ENSG00000132965,241,ALOX5AP
ENSG00000263993,,RN7SL786P
ENSG00000254826,,
